ubigeo,distrito,departamen,poblacion,ipress_per_10k,atenciones_per_10k,dist_mediana_km,pct_ccpp_10km,indice_baseline,quintil_baseline,etiqueta_baseline,indice_alternativo,quintil_alternativo,etiqueta_alternativo,cambio_quintil,cambio_abs
050906,MORCOLLA,AYACUCHO,1035.0,28.9855,0.0,12.678,36.99,0.6466,5,Very high,0.6566,5,Very high,0.0,0.0
050602,AUCARA,AYACUCHO,5640.0,7.0922,0.0,30.835,0.0,0.3875,2,Low,0.3722,2,Low,0.0,0.0
051004,ASQUIPATA,AYACUCHO,444.0,67.5676,0.0,15.314,12.5,0.6388,5,Very high,0.6417,5,Very high,0.0,0.0
050910,SANTIAGO DE PAUCARAY,AYACUCHO,724.0,41.4365,0.0,6.49,97.92,0.7142,5,Very high,0.7329,5,Very high,0.0,0.0
130201,ASCOPE,LA LIBERTAD,6676.0,2.9958,10232.175,1.821,100.0,0.6916,5,Very high,0.6777,5,Very high,0.0,0.0
050608,LARAMATE,AYACUCHO,1367.0,14.6306,0.0,43.133,0.0,0.4519,3,Medium,0.4759,3,Medium,0.0,0.0
050607,HUAC-HUAS,AYACUCHO,2865.0,10.4712,0.0,49.774,0.0,0.3914,2,Low,0.4325,2,Low,0.0,0.0
130205,PAIJAN,LA LIBERTAD,26433.0,1.1349,32.9134,2.856,100.0,0.5789,4,High,0.5748,4,High,0.0,0.0
050405,LURICOCHA,AYACUCHO,5359.0,5.5981,0.0,5.675,89.61,0.5221,3,Medium,0.5153,3,Medium,0.0,0.0
050101,AYACUCHO,AYACUCHO,96671.0,2.6895,3559.3922,4.194,100.0,0.6399,5,Very high,0.654,5,Very high,0.0,0.0
050105,CHIARA,AYACUCHO,7216.0,6.929,0.0,12.094,28.57,0.4928,3,Medium,0.4882,3,Medium,0.0,0.0
050115,JESUS NAZARENO,AYACUCHO,18815.0,2.126,0.0,1.651,100.0,0.4754,3,Medium,0.4592,3,Medium,0.0,0.0
050113,TAMBILLO,AYACUCHO,5462.0,7.3233,0.0,8.292,75.76,0.5356,4,High,0.5445,4,High,0.0,0.0
050116,ANDRES AVELINO CACERES DORREGARAY,AYACUCHO,22356.0,2.2365,421.3634,1.416,100.0,0.6344,4,High,0.6147,4,High,0.0,0.0
050114,VINCHOS,AYACUCHO,17136.0,5.8357,12.2549,15.864,18.28,0.5624,4,High,0.5777,4,High,0.0,0.0
160601,CONTAMANA,LORETO,28098.0,4.2708,35261.5845,18.801,22.02,0.5754,4,High,0.6146,4,High,0.0,0.0
050110,SAN JUAN BAUTISTA,AYACUCHO,52935.0,0.9446,32330.9719,1.433,100.0,0.6617,5,Very high,0.6423,5,Very high,0.0,0.0
050104,CARMEN ALTO,AYACUCHO,22397.0,2.2324,1343.4835,3.544,100.0,0.6188,4,High,0.6247,4,High,0.0,0.0
130104,HUANCHACO,LA LIBERTAD,72237.0,1.3843,18.2732,2.534,100.0,0.5834,4,High,0.5755,4,High,0.0,0.0
130207,SANTIAGO DE CAO,LA LIBERTAD,19896.0,2.0105,0.0,11.608,22.5,0.359,1,Very low,0.3464,1,Very low,0.0,0.0
130203,CHOCOPE,LA LIBERTAD,9342.0,5.3522,119349.1758,3.288,100.0,0.753,5,Very high,0.7555,5,Very high,0.0,0.0
130110,SIMBAL,LA LIBERTAD,4433.0,2.2558,0.0,20.532,0.0,0.303,1,Very low,0.2373,1,Very low,0.0,0.0
050202,CHUSCHI,AYACUCHO,8127.0,7.3828,49.2187,7.597,61.05,0.6788,5,Very high,0.6687,5,Very high,0.0,0.0
050203,LOS MOROCHUCOS,AYACUCHO,8316.0,6.0125,1124.3386,4.879,85.11,0.704,5,Very high,0.6796,5,Very high,0.0,0.0
051108,VISCHONGO,AYACUCHO,4828.0,12.4275,49.71,4.513,85.71,0.7958,5,Very high,0.7684,5,Very high,0.0,0.0
130204,MAGDALENA DE CAO,LA LIBERTAD,3347.0,2.9878,0.0,11.742,36.17,0.3856,2,Low,0.3865,2,Low,0.0,0.0
050201,CANGALLO,AYACUCHO,6866.0,10.1952,2611.4186,6.432,93.75,0.7817,5,Very high,0.7921,5,Very high,0.0,0.0
050503,AYNA,AYACUCHO,10559.0,5.6824,2511.6015,6.068,87.5,0.6904,5,Very high,0.6863,5,Very high,0.0,0.0
050507,SANTA ROSA,AYACUCHO,11233.0,4.4512,0.0,11.5,34.04,0.4296,2,Low,0.4263,2,Low,0.0,0.0
040706,PUNTA DE BOMBON,AREQUIPA,6444.0,1.5518,597.455,2.7,66.67,0.606,4,High,0.533,4,High,0.0,0.0
160105,LAS AMAZONAS,LORETO,9926.0,4.0298,0.0,76.538,0.0,0.2217,1,Very low,0.2893,1,Very low,0.0,0.0
021304,FIDEL OLIVAS ESCUDERO,ANCASH,2242.0,8.9206,1213.2025,3.021,100.0,0.795,5,Very high,0.7941,5,Very high,0.0,0.0
140108,MONSEFU,LAMBAYEQUE,32314.0,2.7852,0.0,4.515,100.0,0.4587,3,Medium,0.4786,3,Medium,0.0,0.0
220505,CUÑUMBUQUI,SAN MARTIN,4815.0,12.4611,1682.243,9.827,51.85,0.7668,5,Very high,0.7664,5,Very high,0.0,0.0
060406,CHOROPAMPA,CAJAMARCA,2553.0,15.6678,0.0,34.282,0.0,0.4859,3,Medium,0.4846,3,Medium,0.0,0.0
010111,LEVANTO,AMAZONAS,862.0,11.6009,0.0,7.877,84.38,0.606,4,High,0.6206,4,High,0.0,0.0
010606,LONGAR,AMAZONAS,1619.0,12.3533,0.0,10.662,48.57,0.5896,4,High,0.5943,4,High,0.0,0.0
180208,PUQUINA,MOQUEGUA,2469.0,16.2009,0.0,40.078,0.0,0.4741,3,Medium,0.4886,3,Medium,0.0,0.0
010601,SAN NICOLAS,AMAZONAS,5290.0,9.4518,8587.9017,3.184,100.0,0.8303,5,Very high,0.831,5,Very high,0.0,0.0
100107,SAN FRANCISCO DE CAYRAN,HUANUCO,5575.0,3.5874,8834.0807,5.031,91.55,0.6674,5,Very high,0.6557,5,Very high,0.0,0.0
101006,SAN FRANCISCO DE ASIS,HUANUCO,2126.0,9.4073,0.0,12.766,19.05,0.5323,4,High,0.525,4,High,0.0,0.0
040207,QUILCA,AREQUIPA,630.0,15.873,0.0,27.966,0.0,0.5133,3,Medium,0.4861,3,Medium,0.0,0.0
140118,POMALCA,LAMBAYEQUE,25831.0,2.7099,0.0,7.704,80.95,0.4149,2,Low,0.4242,2,Low,0.0,0.0
180203,COALAQUE,MOQUEGUA,1104.0,18.1159,0.0,56.138,0.0,0.4487,3,Medium,0.4996,3,Medium,0.0,0.0
140101,CHICLAYO,LAMBAYEQUE,298467.0,13.0333,4146.4551,2.864,100.0,0.8704,5,Very high,0.8668,5,Very high,0.0,0.0
140119,PUCALA,LAMBAYEQUE,8958.0,3.349,0.0,27.414,0.0,0.2989,1,Very low,0.269,1,Very low,0.0,0.0
220705,PUCACACA,SAN MARTIN,2431.0,8.2271,230.3579,3.26,91.67,0.7675,5,Very high,0.7309,5,Very high,0.0,0.0
140115,SAÑA,LAMBAYEQUE,12397.0,4.0332,0.0,26.883,0.0,0.3217,1,Very low,0.2897,1,Very low,0.0,0.0
140106,LA VICTORIA,LAMBAYEQUE,93069.0,2.3638,117.2249,5.225,100.0,0.58,4,High,0.609,4,High,0.0,0.0
160604,PAMPA HERMOSA,LORETO,11081.0,2.7073,0.0,42.281,0.0,0.2298,1,Very low,0.2508,1,Very low,0.0,0.0
060105,ENCAÑADA,CAJAMARCA,24290.0,5.352,0.0,16.306,1.5,0.4159,2,Low,0.4084,2,Low,0.0,0.0
061107,LLAPA,CAJAMARCA,6086.0,11.5018,0.0,9.443,51.28,0.5914,4,High,0.5871,4,High,0.0,0.0
140102,CHONGOYAPE,LAMBAYEQUE,18101.0,2.2098,0.0,42.551,0.0,0.214,1,Very low,0.2357,1,Very low,0.0,0.0
040111,MOLLEBAYA,AREQUIPA,1979.0,10.1061,0.0,8.426,93.33,0.5843,4,High,0.6162,4,High,0.0,0.0
010602,CHIRIMOTO,AMAZONAS,2079.0,28.86,0.0,18.838,0.0,0.6035,4,High,0.5272,4,High,0.0,0.0
220808,YORONGOS,SAN MARTIN,3741.0,5.3462,2.6731,2.916,100.0,0.6779,5,Very high,0.6752,5,Very high,0.0,0.0
010306,FLORIDA,AMAZONAS,8663.0,5.7717,0.0,14.203,2.7,0.4433,2,Low,0.4228,2,Low,0.0,0.0
060401,CHOTA,CAJAMARCA,48903.0,8.5884,2541.5619,5.752,96.67,0.7641,5,Very high,0.7696,5,Very high,0.0,0.0
220904,CHAZUTA,SAN MARTIN,8206.0,9.749,2420.1804,9.461,57.33,0.741,5,Very high,0.7444,5,Very high,0.0,0.0
180201,OMATE,MOQUEGUA,4661.0,6.4364,0.0,57.386,0.0,0.3007,1,Very low,0.3541,1,Very low,0.0,0.0
060604,CUJILLO,CAJAMARCA,3040.0,13.1579,0.0,37.404,0.0,0.4553,3,Medium,0.4622,3,Medium,0.0,0.0
140203,INCAHUASI,LAMBAYEQUE,15733.0,5.7205,0.0,34.228,0.0,0.3356,1,Very low,0.334,1,Very low,0.0,0.0
060414,PION,CAJAMARCA,1566.0,25.5428,0.0,42.611,0.0,0.5001,3,Medium,0.5222,3,Medium,0.0,0.0
220503,BARRANQUITA,SAN MARTIN,5140.0,13.6187,898.8327,9.735,53.12,0.7709,5,Very high,0.7717,5,Very high,0.0,0.0
220906,EL PORVENIR,SAN MARTIN,2841.0,7.0398,0.0,10.97,50.0,0.5036,3,Medium,0.5139,3,Medium,0.0,0.0
060410,LAJAS,CAJAMARCA,12505.0,11.9952,0.0,9.313,57.14,0.5987,4,High,0.5994,4,High,0.0,0.0
010509,LUYA,AMAZONAS,4420.0,11.3122,0.0,12.187,13.04,0.5654,4,High,0.5437,4,High,0.0,0.0
061303,CATACHE,CAJAMARCA,10048.0,6.9666,0.0,36.369,0.0,0.3653,2,Low,0.3691,2,Low,0.0,0.0
060312,LA LIBERTAD DE PALLAN,CAJAMARCA,9101.0,3.2963,9.889,5.26,90.38,0.5926,4,High,0.5825,4,High,0.0,0.0
040127,YARABAMBA,AREQUIPA,1140.0,8.7719,0.0,15.188,15.0,0.504,3,Medium,0.5098,3,Medium,0.0,0.0
140117,PATAPO,LAMBAYEQUE,22843.0,3.0644,0.0,22.717,0.0,0.3146,1,Very low,0.2614,1,Very low,0.0,0.0
220302,AGUA BLANCA,SAN MARTIN,2385.0,8.3857,0.0,12.238,20.0,0.5214,3,Medium,0.5111,3,Medium,0.0,0.0
220305,SHATOJA,SAN MARTIN,3281.0,6.0957,0.0,4.241,100.0,0.5542,4,High,0.5698,4,High,0.0,0.0
140312,TUCUME,LAMBAYEQUE,23288.0,3.0058,0.0,18.642,0.0,0.3366,1,Very low,0.2594,1,Very low,0.0,0.0
140113,REQUE,LAMBAYEQUE,15386.0,2.5998,5.8495,2.343,100.0,0.612,4,High,0.602,4,High,0.0,0.0
061106,LA FLORIDA,CAJAMARCA,2157.0,4.6361,0.0,33.646,0.0,0.3098,1,Very low,0.3055,1,Very low,0.0,0.0
160401,RAMON CASTILLA,LORETO,25020.0,3.9968,0.0,302.386,0.0,0.2067,1,Very low,0.2881,1,Very low,0.0,0.0
060311,UTCO,CAJAMARCA,1417.0,7.0572,0.0,6.533,84.09,0.5487,4,High,0.5472,4,High,0.0,0.0
130907,SARIN,LA LIBERTAD,10241.0,4.8823,0.0,14.602,20.63,0.4167,2,Low,0.4258,2,Low,0.0,0.0
040107,JACOBO HUNTER,AREQUIPA,48985.0,3.2663,3388.3842,1.808,100.0,0.6831,5,Very high,0.6688,5,Very high,0.0,0.0
130602,AGALLPAMPA,LA LIBERTAD,9997.0,10.003,0.0,8.292,64.04,0.5851,4,High,0.5834,4,High,0.0,0.0
040116,SABANDIA,AREQUIPA,4234.0,2.3618,0.0,3.264,100.0,0.4647,3,Medium,0.4666,3,Medium,0.0,0.0
130808,PARCOY,LA LIBERTAD,22442.0,3.5647,18.7149,28.04,0.0,0.4339,2,Low,0.4072,2,Low,0.0,0.0
131006,QUIRUVILCA,LA LIBERTAD,14549.0,6.186,0.0,17.52,4.0,0.4303,2,Low,0.4367,2,Low,0.0,0.0
131003,CACHICADAN,LA LIBERTAD,8320.0,1.2019,0.0,24.352,0.0,0.2586,1,Very low,0.2156,1,Very low,0.0,0.0
130108,POROTO,LA LIBERTAD,3127.0,3.198,0.0,14.218,11.11,0.3719,2,Low,0.3645,2,Low,0.0,0.0
130503,CARABAMBA,LA LIBERTAD,6418.0,4.6744,1138.9841,8.632,74.0,0.6223,4,High,0.6323,4,High,0.0,0.0
021909,SAN JUAN,ANCASH,6568.0,6.0901,0.0,11.574,17.89,0.4727,3,Medium,0.4537,3,Medium,0.0,0.0
020906,YANAC,ANCASH,704.0,14.2045,0.0,27.189,0.0,0.502,3,Medium,0.4714,3,Medium,0.0,0.0
020905,LA PAMPA,ANCASH,1004.0,9.9602,0.0,31.814,0.0,0.4382,2,Low,0.4257,2,Low,0.0,0.0
021604,QUINUABAMBA,ANCASH,2390.0,8.3682,325966.5272,2.457,100.0,0.8389,5,Very high,0.8301,5,Very high,0.0,0.0
021804,MACATE,ANCASH,3325.0,12.0301,0.0,43.403,0.0,0.4245,2,Low,0.4494,2,Low,0.0,0.0
021801,CHIMBOTE,ANCASH,216037.0,2.4996,25135.7869,13.21,36.94,0.5615,4,High,0.5756,4,High,0.0,0.0
021210,YURACMARCA,ANCASH,1760.0,17.0455,0.0,29.376,0.0,0.516,3,Medium,0.4941,3,Medium,0.0,0.0
210505,CONDURIRI,PUNO,4496.0,4.4484,0.0,46.029,0.0,0.268,1,Very low,0.2998,1,Very low,0.0,0.0
021601,POMABAMBA,ANCASH,16631.0,5.4116,4289.5797,4.879,96.33,0.7088,5,Very high,0.7012,5,Very high,0.0,0.0
021202,HUALLANCA,ANCASH,686.0,43.7318,0.0,35.503,0.0,0.5347,4,High,0.5363,4,High,0.0,0.0
051010,HUALLA,AYACUCHO,3284.0,6.0901,60.9013,6.828,75.51,0.6545,5,Very high,0.6483,5,Very high,0.0,0.0
040113,POCSI,AREQUIPA,537.0,37.2439,0.0,19.502,0.0,0.6071,4,High,0.5336,4,High,0.0,0.0
040122,SOCABAYA,AREQUIPA,83799.0,1.5513,984.618,3.879,100.0,0.5946,4,High,0.6047,4,High,0.0,0.0
061111,SAN SILVESTRE DE COCHAN,CAJAMARCA,4449.0,13.4862,0.0,10.609,44.9,0.6017,4,High,0.603,4,High,0.0,0.0
140116,CAYALTI,LAMBAYEQUE,15915.0,1.885,0.0,29.72,0.0,0.2485,1,Very low,0.2279,1,Very low,0.0,0.0
061103,CALQUIS,CAJAMARCA,4425.0,6.7797,0.0,13.742,29.73,0.4756,3,Medium,0.4865,3,Medium,0.0,0.0
140114,SANTA ROSA,LAMBAYEQUE,13030.0,0.7675,0.0,9.941,50.0,0.356,1,Very low,0.355,1,Very low,0.0,0.0
061204,TUMBADEN,CAJAMARCA,3590.0,8.3565,0.0,13.186,3.12,0.5127,3,Medium,0.485,3,Medium,0.0,0.0
061109,NIEPOS,CAJAMARCA,4001.0,9.9975,0.0,30.213,0.0,0.4447,2,Low,0.4266,2,Low,0.0,0.0
220707,SAN HILARION,SAN MARTIN,5756.0,5.212,486.4489,6.813,78.79,0.6462,5,Very high,0.6436,5,Very high,0.0,0.0
140109,NUEVA ARICA,LAMBAYEQUE,2331.0,8.58,0.0,37.116,0.0,0.3956,2,Low,0.4015,2,Low,0.0,0.0
220703,CASPISAPA,SAN MARTIN,2130.0,4.6948,1192.4883,2.014,100.0,0.7071,5,Very high,0.6943,5,Very high,0.0,0.0
220709,TINGO DE PONASA,SAN MARTIN,4889.0,10.227,75.6801,3.415,97.12,0.789,5,Very high,0.7636,5,Very high,0.0,0.0
130601,OTUZCO,LA LIBERTAD,28048.0,3.5653,1406.5174,7.546,73.53,0.6044,4,High,0.6036,4,High,0.0,0.0
130809,PATAZ,LA LIBERTAD,9408.0,11.6922,0.0,14.105,4.84,0.553,4,High,0.5357,4,High,0.0,0.0
130605,HUARANCHAL,LA LIBERTAD,5138.0,3.8926,0.0,28.249,0.0,0.3097,1,Very low,0.2837,1,Very low,0.0,0.0
130902,CHUGAY,LA LIBERTAD,19316.0,3.1062,0.0,7.815,75.63,0.4242,2,Low,0.429,2,Low,0.0,0.0
130906,SANAGORAN,LA LIBERTAD,15424.0,2.5934,0.0,10.828,35.0,0.3817,2,Low,0.375,2,Low,0.0,0.0
130614,USQUIL,LA LIBERTAD,27986.0,3.5732,0.0,22.631,0.7,0.3302,1,Very low,0.3587,1,Very low,0.0,0.0
210403,HUACULLANI,PUNO,23781.0,0.841,0.0,40.968,0.0,0.196,1,Very low,0.2127,1,Very low,0.0,0.0
130903,COCHORCO,LA LIBERTAD,9588.0,5.2149,56.3204,6.527,77.48,0.6345,4,High,0.6256,4,High,0.0,0.0
130901,HUAMACHUCO,LA LIBERTAD,65142.0,2.3027,1801.2956,3.691,97.46,0.6254,4,High,0.6024,4,High,0.0,0.0
040115,QUEQUEÑA,AREQUIPA,1410.0,7.0922,0.0,14.851,8.33,0.4738,3,Medium,0.4686,3,Medium,0.0,0.0
060807,POMAHUACA,CAJAMARCA,10190.0,5.8881,260.0589,6.02,83.16,0.673,5,Very high,0.6624,5,Very high,0.0,0.0
060804,COLASAY,CAJAMARCA,10447.0,6.7005,344.5965,3.236,100.0,0.7376,5,Very high,0.7392,5,Very high,0.0,0.0
060810,SAN FELIPE,CAJAMARCA,6266.0,3.1918,159.5914,3.488,95.12,0.6295,4,High,0.6008,4,High,0.0,0.0
010503,COCABAMBA,AMAZONAS,2517.0,27.8109,0.0,28.168,0.0,0.5521,4,High,0.526,4,High,0.0,0.0
140305,MOCHUMI,LAMBAYEQUE,19467.0,3.5958,0.0,13.378,8.33,0.3907,2,Low,0.3737,2,Low,0.0,0.0
220301,SAN JOSE DE SISA,SAN MARTIN,11954.0,5.8558,5582.2319,5.495,96.77,0.7162,5,Very high,0.7182,5,Very high,0.0,0.0
220604,PACHIZA,SAN MARTIN,4205.0,16.6468,0.0,12.425,41.1,0.613,4,High,0.6247,4,High,0.0,0.0
010113,MARISCAL CASTILLA,AMAZONAS,986.0,20.284,0.0,38.184,0.0,0.4984,3,Medium,0.5078,3,Medium,0.0,0.0
220908,JUAN GUERRA,SAN MARTIN,3167.0,6.3151,694.6637,4.13,87.18,0.7189,5,Very high,0.6859,5,Very high,0.0,0.0
140204,MANUEL ANTONIO MESONES MURO,LAMBAYEQUE,4254.0,2.3507,0.0,5.901,88.37,0.4277,2,Low,0.422,2,Low,0.0,0.0
060701,BAMBAMARCA,CAJAMARCA,82744.0,4.8342,514.841,8.668,55.95,0.6185,4,High,0.6135,4,High,0.0,0.0
060307,MIGUEL IGLESIAS,CAJAMARCA,5613.0,7.1263,0.0,9.756,53.57,0.5186,3,Medium,0.5202,3,Medium,0.0,0.0
140201,FERREÑAFE,LAMBAYEQUE,35919.0,3.3409,2451.9057,3.495,100.0,0.6608,5,Very high,0.6661,5,Very high,0.0,0.0
210502,CAPAZO,PUNO,2351.0,25.5211,0.0,99.358,0.0,0.4485,3,Medium,0.522,3,Medium,0.0,0.0
010115,MONTEVIDEO,AMAZONAS,572.0,17.4825,0.0,42.876,0.0,0.4734,3,Medium,0.496,3,Medium,0.0,0.0
040704,ISLAY,AREQUIPA,7851.0,2.5474,854.6682,3.723,100.0,0.6218,4,High,0.6293,4,High,0.0,0.0
010120,SOLOCO,AMAZONAS,1302.0,30.722,0.0,15.807,0.0,0.6257,4,High,0.5298,4,High,0.0,0.0
180106,TORATA,MOQUEGUA,5784.0,10.3734,10261.065,24.892,1.34,0.6652,5,Very high,0.7088,5,Very high,0.0,0.0
140206,PUEBLO NUEVO,LAMBAYEQUE,13619.0,3.6713,0.0,5.355,100.0,0.4737,3,Medium,0.505,3,Medium,0.0,0.0
060301,CELENDIN,CAJAMARCA,28319.0,2.825,2735.6192,6.684,59.76,0.6039,4,High,0.5815,4,High,0.0,0.0
060603,CHOROS,CAJAMARCA,3595.0,11.1266,0.0,10.881,43.9,0.5727,4,High,0.5757,4,High,0.0,0.0
220804,NUEVA CAJAMARCA,SAN MARTIN,47637.0,4.1984,3825.1779,3.412,100.0,0.6945,5,Very high,0.6987,5,Very high,0.0,0.0
010521,SANTO TOMAS,AMAZONAS,3537.0,16.9635,0.0,37.314,0.0,0.4868,3,Medium,0.4934,3,Medium,0.0,0.0
061309,SEXI,CAJAMARCA,571.0,17.5131,0.0,32.972,0.0,0.5033,3,Medium,0.4964,3,Medium,0.0,0.0
140303,ILLIMO,LAMBAYEQUE,9415.0,3.1864,0.0,20.51,0.0,0.3302,1,Very low,0.264,1,Very low,0.0,0.0
160104,INDIANA,LORETO,11273.0,6.2095,0.0,36.418,0.0,0.3433,1,Very low,0.3472,1,Very low,0.0,0.0
160404,SAN PABLO,LORETO,16675.0,2.9985,0.0,221.83,0.0,0.1782,1,Very low,0.259,1,Very low,0.0,0.0
160103,FERNANDO LORES,LORETO,20646.0,5.8123,0.0,43.662,0.0,0.3114,1,Very low,0.3367,1,Very low,0.0,0.0
240202,CASITAS,TUMBES,2088.0,14.3678,23.9464,10.736,48.72,0.741,5,Very high,0.7464,5,Very high,0.0,0.0
160301,NAUTA,LORETO,30631.0,3.9176,0.0,109.86,0.0,0.2098,1,Very low,0.2849,1,Very low,0.0,0.0
240203,CANOAS DE PUNTA SAL,TUMBES,5700.0,5.2632,0.0,32.697,0.0,0.3295,1,Very low,0.3217,1,Very low,0.0,0.0
220807,SAN FERNANDO,SAN MARTIN,3360.0,5.9524,1809.5238,4.065,75.0,0.7214,5,Very high,0.6737,5,Very high,0.0,0.0
160108,PUNCHANA,LORETO,94201.0,4.0339,19438.8595,13.13,35.0,0.6049,4,High,0.6157,4,High,0.0,0.0
240301,ZARUMILLA,TUMBES,23148.0,2.16,1238.9839,4.896,100.0,0.5981,4,High,0.6225,4,High,0.0,0.0
240302,AGUAS VERDES,TUMBES,24781.0,1.6141,339.3729,3.364,100.0,0.5942,4,High,0.5979,4,High,0.0,0.0
220511,ZAPATERO,SAN MARTIN,4823.0,22.8074,0.0,8.433,62.96,0.6721,5,Very high,0.6712,5,Very high,0.0,0.0
240101,TUMBES,TUMBES,115562.0,3.4613,11964.6597,3.194,100.0,0.6928,5,Very high,0.6939,5,Very high,0.0,0.0
240304,PAPAYAL,TUMBES,5348.0,9.3493,50.4862,2.155,100.0,0.7853,5,Very high,0.7739,5,Very high,0.0,0.0
240102,CORRALES,TUMBES,24561.0,2.0357,147.7953,3.358,100.0,0.5972,4,High,0.6008,4,High,0.0,0.0
240106,SAN JUAN DE LA VIRGEN,TUMBES,4160.0,9.6154,0.0,6.5,77.78,0.5978,4,High,0.5889,4,High,0.0,0.0
160112,BELEN,LORETO,77641.0,2.4472,0.0,8.977,58.73,0.3966,2,Low,0.397,2,Low,0.0,0.0
010610,SANTA ROSA,AMAZONAS,457.0,21.8818,0.0,6.603,100.0,0.6884,5,Very high,0.7375,5,Very high,0.0,0.0
220910,MORALES,SAN MARTIN,30844.0,2.2695,6876.8642,2.596,100.0,0.6588,5,Very high,0.6515,5,Very high,0.0,0.0
040703,DEAN VALDIVIA,AREQUIPA,6703.0,4.4756,4236.9088,1.786,100.0,0.7224,5,Very high,0.7078,5,Very high,0.0,0.0
180101,MOQUEGUA,MOQUEGUA,59387.0,5.8935,29711.553,5.458,64.66,0.7353,5,Very high,0.6993,5,Very high,0.0,0.0
010302,CHISQUILLA,AMAZONAS,335.0,29.8507,0.0,24.118,0.0,0.5731,4,High,0.5286,4,High,0.0,0.0
010310,SHIPASBAMBA,AMAZONAS,1819.0,16.4926,0.0,11.917,10.0,0.6172,4,High,0.5895,4,High,0.0,0.0
060805,HUABAL,CAJAMARCA,6956.0,11.5009,58.9419,2.862,100.0,0.8091,5,Very high,0.8054,5,Very high,0.0,0.0
010121,SONCHE,AMAZONAS,218.0,91.7431,0.0,11.122,30.0,0.6726,5,Very high,0.6632,5,Very high,0.0,0.0
180209,QUINISTAQUILLAS,MOQUEGUA,1487.0,6.7249,0.0,50.14,0.0,0.3208,1,Very low,0.3625,1,Very low,0.0,0.0
040202,JOSE MARIA QUIMPER,AREQUIPA,4195.0,7.1514,0.0,4.587,100.0,0.5784,4,High,0.5996,4,High,0.0,0.0
010512,OCALLI,AMAZONAS,4259.0,11.7398,0.0,41.952,0.0,0.4261,2,Low,0.4456,2,Low,0.0,0.0
140304,JAYANCA,LAMBAYEQUE,18039.0,1.6631,0.0,28.951,0.0,0.2451,1,Very low,0.2222,1,Very low,0.0,0.0
210404,KELLUYO,PUNO,26051.0,1.5354,0.0,58.669,0.0,0.1645,1,Very low,0.2197,1,Very low,0.0,0.0
220502,ALONSO DE ALVARADO,SAN MARTIN,19886.0,2.5143,539.5756,3.792,100.0,0.6161,4,High,0.625,4,High,0.0,0.0
220103,HABANA,SAN MARTIN,2078.0,4.8123,182.8681,3.182,100.0,0.6816,5,Very high,0.6822,5,Very high,0.0,0.0
010203,COPALLIN,AMAZONAS,6319.0,9.4952,0.0,10.17,50.0,0.5569,4,High,0.5591,4,High,0.0,0.0
060609,SAN JUAN DE CUTERVO,CAJAMARCA,1981.0,20.1918,0.0,32.567,0.0,0.5156,3,Medium,0.5074,3,Medium,0.0,0.0
210402,DESAGUADERO,PUNO,32339.0,1.2369,134.8217,40.838,0.0,0.3424,1,Very low,0.3589,1,Very low,0.0,0.0
040208,SAMUEL PASTOR,AREQUIPA,15933.0,3.7658,29728.8646,2.066,97.06,0.7217,5,Very high,0.6794,5,Very high,0.0,0.0
060806,LAS PIRIAS,CAJAMARCA,4009.0,4.9888,187.0791,1.589,100.0,0.7044,5,Very high,0.6872,5,Very high,0.0,0.0
010204,EL PARCO,AMAZONAS,1492.0,20.1072,0.0,6.319,100.0,0.6875,5,Very high,0.7329,5,Very high,0.0,0.0
160201,YURIMAGUAS,LORETO,74047.0,6.2123,10152.6058,13.733,31.54,0.6514,5,Very high,0.6642,5,Very high,0.0,0.0
060801,JAEN,CAJAMARCA,101726.0,9.5354,6474.5493,3.318,100.0,0.8268,5,Very high,0.8298,5,Very high,0.0,0.0
010701,BAGUA GRANDE,AMAZONAS,54033.0,7.0327,5462.2175,13.923,25.0,0.6657,5,Very high,0.6735,5,Very high,0.0,0.0
220802,AWAJUN,SAN MARTIN,12342.0,3.241,1554.0431,7.422,86.96,0.5972,4,High,0.6104,4,High,0.0,0.0
220105,SORITOR,SAN MARTIN,35837.0,1.3952,2436.0298,4.441,84.21,0.5972,4,High,0.5665,4,High,0.0,0.0
160504,EMILIO SAN MARTIN,LORETO,7637.0,2.6188,0.0,167.311,0.0,0.1702,1,Very low,0.2489,1,Very low,0.0,0.0
010305,CUISPES,AMAZONAS,899.0,22.2469,0.0,6.701,75.0,0.6886,5,Very high,0.6791,5,Very high,0.0,0.0
040702,COCACHACRA,AREQUIPA,8901.0,8.9878,160.6561,4.85,66.67,0.755,5,Very high,0.7114,5,Very high,0.0,0.0
220809,YURACYACU,SAN MARTIN,3914.0,2.5549,1655.5953,2.93,100.0,0.6401,5,Very high,0.638,5,Very high,0.0,0.0
010308,RECTA,AMAZONAS,201.0,49.7512,0.0,22.854,0.0,0.5895,4,High,0.5381,4,High,0.0,0.0
210405,PISACOMA,PUNO,13871.0,2.1628,0.0,79.124,0.0,0.1658,1,Very low,0.235,1,Very low,0.0,0.0
010307,JAZAN,AMAZONAS,9349.0,8.5571,221.4141,1.681,98.41,0.7895,5,Very high,0.7465,5,Very high,0.0,0.0
010119,SAN ISIDRO DE MAINO,AMAZONAS,703.0,14.2248,0.0,13.742,6.59,0.5829,4,High,0.5659,4,High,0.0,0.0
